Project_ID,Project_Name,Start_Date,Expected_End_Date,Actual_End_Date,Budget,Spent_Amount,Duration,Current_Phase,Team_Size,Weather_Factor,Change_Orders,Supplier_Reliability,Permits_Issued,Risk_Level,Stakeholder_Engagement,Compliance_Issues,Completion_Status
532,Project L,2024-01-24,2024-09-18,,1082800,20286,371,Inspection,4,2,4,5,9,6,5,0,0
533,Project M,2024-01-20,2024-08-25,,700466,166895,363,Planning,6,10,4,6,3,9,1,2,0
534,Project N,2024-01-13,2024-11-16,,955254,135520,224,Inspection,8,7,1,9,6,5,6,2,1
535,Project O,2024-01-20,2024-08-29,,887287,287384,218,Construction,6,10,4,9,1,6,6,1,0
536,Project P,2024-01-04,2024-09-22,,1314795,42678,175,Inspection,12,2,3,5,9,2,3,2,1
537,Project Q,2024-01-11,2024-12-11,,622375,300908,251,Inspection,19,5,0,5,6,9,6,0,1
538,Project R,2024-01-04,2024-10-03,,512440,178318,316,Construction,1,7,3,9,6,10,3,0,1
539,Project S,2024-01-10,2024-11-09,,1022198,340897,187,Construction,3,10,3,5,0,2,10,0,1
540,Project T,2024-01-14,2024-07-12,,999985,59418,161,Construction,8,1,1,4,7,5,5,0,0
541,Project U,2024-01-29,2024-10-27,,900549,381503,341,Construction,14,8,3,8,4,4,3,1,0
542,Project V,2024-01-04,2024-10-05,,1376513,147073,211,Planning,8,8,2,1,0,5,10,0,0
543,Project W,2024-01-29,2024-09-05,,503182,41437,319,Construction,19,1,4,9,0,5,2,1,0
544,Project X,2024-01-23,2024-10-05,,654320,293712,321,Inspection,2,1,4,8,4,6,3,0,1
545,Project Y,2024-01-15,2024-10-09,,616598,390594,366,Inspection,2,3,0,5,9,5,4,1,0
546,Project Z,2024-01-01,2024-10-31,,1280601,467477,185,Inspection,19,7,1,2,4,9,3,2,1
547,Project A,2024-01-26,2024-12-15,,1088506,314492,217,Inspection,16,10,3,5,1,8,6,1,1
548,Project B,2024-01-06,2024-06-29,,1237830,50228,349,Planning,4,2,4,3,4,10,4,1,0
549,Project C,2024-01-16,2024-09-22,,1375387,248987,201,Inspection,11,7,4,2,1,3,8,1,1
550,Project D,2024-01-04,2024-10-31,,925684,479589,201,Planning,13,10,0,7,5,4,9,1,1
551,Project E,2024-01-25,2024-08-20,,918689,441312,334,Inspection,10,7,3,3,7,2,8,2,0
552,Project F,2024-01-25,2024-12-15,,834763,171085,170,Planning,9,2,4,2,7,1,6,2,1
553,Project G,2024-01-19,2024-12-26,,1297218,161989,305,Construction,15,1,4,5,3,3,8,1,1
554,Project H,2024-01-17,2024-07-11,,1440946,161684,330,Inspection,15,2,0,3,9,1,6,1,1
555,Project I,2024-01-21,2024-10-07,,514403,208849,377,Planning,7,2,4,3,2,9,8,0,0
556,Project J,2024-01-28,2024-09-21,,1015558,410445,174,Planning,19,8,1,8,3,4,7,2,0
557,Project K,2024-01-29,2024-09-09,,565922,410984,299,Inspection,3,9,3,9,9,8,9,0,1
558,Project L,2024-01-24,2024-11-05,,1020185,225025,195,Construction,16,8,1,5,2,9,3,2,1
559,Project M,2024-01-15,2024-10-01,,1108430,191226,237,Construction,11,8,0,9,5,7,2,1,0
560,Project N,2024-01-12,2024-09-04,,1052002,409722,192,Construction,8,2,3,9,5,9,9,1,1
561,Project O,2024-01-27,2024-07-01,,783458,54310,349,Construction,1,1,0,2,1,3,2,0,0
562,Project P,2024-01-04,2024-11-11,,550011,310578,247,Planning,3,2,4,8,5,10,8,2,1
563,Project Q,2024-01-27,2024-09-05,,1097233,313420,307,Planning,13,9,1,8,8,5,7,0,1
564,Project R,2024-01-13,2024-10-17,,833176,161638,296,Inspection,5,9,3,9,8,4,3,1,0
565,Project S,2024-01-12,2024-08-04,,1280179,321991,182,Construction,15,10,0,1,8,10,1,1,1
566,Project T,2024-01-29,2024-11-23,,1037247,85099,233,Inspection,4,7,0,9,0,2,7,2,1
567,Project U,2024-01-12,2024-08-13,,560752,357450,160,Inspection,14,6,2,7,8,9,6,1,0
568,Project V,2024-01-17,2024-10-24,,1298788,213716,252,Inspection,4,8,1,5,0,2,10,2,0
569,Project W,2024-01-18,2024-09-08,,1386235,25460,396,Inspection,17,4,4,6,7,4,7,2,1
570,Project X,2024-01-05,2024-07-11,,1094525,136099,208,Planning,9,3,3,7,4,8,2,2,0
571,Project Y,2024-01-16,2024-07-14,,1267728,270777,396,Inspection,15,6,4,2,1,8,6,0,1
572,Project Z,2024-01-01,2024-09-08,,859619,139266,340,Construction,9,7,3,6,1,9,10,1,1
573,Project A,2024-01-22,2024-11-25,,1014322,326314,277,Inspection,5,10,0,10,0,4,8,1,0
574,Project B,2024-01-09,2024-08-08,,993159,204594,370,Inspection,2,5,3,4,2,5,3,2,1
575,Project C,2024-01-12,2024-07-29,,1037017,213591,277,Construction,15,8,0,7,1,3,9,0,0
576,Project D,2024-01-12,2024-11-11,,705047,54792,376,Construction,7,5,3,1,3,5,4,2,0
577,Project E,2024-01-04,2024-09-10,,1218141,30668,386,Construction,4,4,0,6,3,8,9,2,0
578,Project F,2024-01-09,2024-09-01,,1267069,424770,398,Construction,6,8,0,1,3,5,3,0,0
579,Project G,2024-01-01,2024-11-25,,1240167,15820,296,Inspection,5,4,1,10,0,8,8,1,0
580,Project H,2024-01-13,2024-11-30,,619923,452874,228,Construction,1,4,1,10,0,6,7,0,0
581,Project I,2024-01-14,2024-08-31,,829688,466584,392,Planning,1,8,4,3,4,5,4,1,1
582,Project J,2024-01-23,2024-12-01,,951442,19756,259,Planning,10,6,3,10,9,1,10,2,0
583,Project K,2024-01-28,2024-08-22,,1062682,439935,386,Inspection,5,5,3,9,5,9,6,1,0
584,Project L,2024-01-20,2024-12-21,,1065484,73557,207,Inspection,7,1,1,2,5,3,10,0,0
585,Project M,2024-01-01,2024-07-05,,1391238,63223,385,Inspection,14,3,1,4,7,10,2,0,1
586,Project N,2024-01-23,2024-11-11,,822795,396098,182,Planning,5,4,4,1,4,9,7,0,1
587,Project O,2024-01-05,2024-09-12,,1078150,486759,298,Construction,5,6,3,9,0,10,9,2,1
588,Project P,2024-01-23,2024-07-07,,1238787,324804,286,Planning,15,9,2,5,4,2,1,1,1
589,Project Q,2024-01-15,2024-07-03,,1488133,460459,348,Inspection,13,10,3,1,3,7,10,1,0
590,Project R,2024-01-23,2024-09-13,,1364637,470521,186,Construction,8,10,0,3,6,7,3,1,1
591,Project S,2024-01-13,2024-10-08,,688826,118318,328,Planning,9,6,2,4,9,3,4,2,0
592,Project T,2024-01-06,2024-11-24,,1297723,480784,370,Planning,6,1,4,5,3,1,8,2,0
593,Project U,2024-01-13,2024-08-23,,1291669,159955,358,Planning,11,10,2,8,4,4,4,1,1
594,Project V,2024-01-18,2024-12-15,,1409124,104255,291,Inspection,15,7,2,9,4,9,7,0,1
595,Project W,2024-01-24,2024-09-15,,588253,37133,317,Planning,4,2,4,7,9,1,5,0,1
596,Project X,2024-01-02,2024-11-12,,1252160,117629,371,Construction,8,3,4,5,5,5,8,0,1
597,Project Y,2024-01-06,2024-08-23,,782282,476091,307,Planning,16,1,2,6,6,4,8,1,0
598,Project Z,2024-01-18,2024-08-21,,751844,311604,254,Inspection,6,9,0,10,4,4,2,0,0
599,Project A,2024-01-15,2024-12-28,,577516,113490,351,Inspection,19,3,2,2,8,8,2,1,0
600,Project B,2024-01-12,2024-07-10,,1004518,426664,153,Construction,8,3,1,1,0,10,3,1,0
601,Project C,2024-01-28,2024-10-09,,1378093,129232,176,Construction,4,3,3,5,7,8,10,1,1
602,Project D,2024-01-17,2024-07-07,,1037915,418266,287,Inspection,7,1,2,3,1,2,4,2,1
603,Project E,2024-01-26,2024-10-30,,1032150,467961,224,Inspection,7,2,4,10,3,10,2,1,0
604,Project F,2024-01-16,2024-09-29,,994916,421746,206,Construction,10,6,3,3,9,1,4,0,1
605,Project G,2024-01-18,2024-12-03,,962545,170172,331,Inspection,18,8,3,2,3,8,5,1,1
606,Project H,2024-01-24,2024-10-29,,1171774,314488,283,Inspection,3,6,4,10,6,6,7,1,1
607,Project I,2024-01-26,2024-09-08,,1148653,390726,253,Inspection,11,3,4,10,4,2,10,1,1
608,Project J,2024-01-09,2024-09-02,,964389,361060,236,Inspection,4,7,3,6,5,5,1,2,0
609,Project K,2024-01-14,2024-08-31,,1181026,155878,238,Construction,17,1,2,3,8,4,2,0,1
610,Project L,2024-01-28,2024-08-29,,587718,331604,270,Planning,13,7,2,7,4,7,8,2,1
611,Project M,2024-01-02,2024-08-16,,1380324,477665,234,Construction,19,9,1,6,8,2,5,2,1
612,Project N,2024-01-10,2024-12-25,,1419065,316650,333,Construction,19,7,1,6,4,6,3,0,1
613,Project O,2024-01-22,2024-08-04,,1491938,54500,301,Inspection,5,6,2,7,7,5,5,0,1
614,Project P,2024-01-10,2024-09-06,,913816,330296,235,Planning,8,4,3,10,5,8,7,0,1
615,Project Q,2024-01-20,2024-09-09,,755074,276551,386,Planning,11,9,2,3,1,2,6,0,0
616,Project R,2024-01-22,2024-12-03,,1290199,84785,370,Construction,14,3,3,2,6,9,8,2,0
617,Project S,2024-01-20,2024-08-15,,979540,187708,387,Inspection,8,3,2,1,4,3,3,0,1
618,Project T,2024-01-03,2024-07-03,,567796,202012,315,Inspection,2,7,0,3,2,1,3,2,0
619,Project U,2024-01-29,2024-12-26,,827372,135203,200,Construction,12,6,1,1,6,7,6,0,1
620,Project V,2024-01-25,2024-11-06,,728234,483305,378,Planning,8,4,0,6,9,8,7,2,0
621,Project W,2024-01-07,2024-11-23,,626040,285536,238,Planning,3,7,0,9,0,7,4,1,1
622,Project X,2024-01-13,2024-10-24,,1328400,474760,164,Inspection,9,4,1,5,2,8,7,0,1
623,Project Y,2024-01-01,2024-08-06,,1064023,60105,275,Planning,8,5,3,10,7,4,4,0,0
624,Project Z,2024-01-30,2024-09-22,,1095455,293799,315,Planning,6,8,3,4,5,8,6,1,1
625,Project A,2024-01-11,2024-07-18,,579440,338975,160,Inspection,10,3,0,7,8,7,8,2,1
626,Project B,2024-01-20,2024-10-18,,1446863,416491,261,Planning,14,6,4,6,7,6,5,1,0
627,Project C,2024-01-21,2024-07-24,,1224093,471447,166,Inspection,8,7,1,8,4,10,8,0,1
628,Project D,2024-01-03,2024-11-05,,1239811,277287,386,Construction,5,7,1,8,1,1,3,2,1
629,Project E,2024-01-10,2024-10-30,,797672,254462,195,Construction,9,1,3,9,3,3,8,0,1
630,Project F,2024-01-29,2024-09-03,,971758,199876,359,Construction,7,6,2,8,1,10,4,1,0
631,Project G,2024-01-04,2024-11-01,,688596,201371,247,Planning,13,7,1,5,6,1,10,2,0
632,Project H,2024-01-27,2024-12-02,,662694,288939,181,Inspection,4,1,3,10,4,4,5,0,0
633,Project I,2024-01-15,2024-07-14,,1264412,207706,333,Inspection,2,8,3,10,5,10,7,1,0
634,Project J,2024-01-26,2024-09-09,,1192158,462471,245,Planning,1,4,2,5,0,2,9,2,0
635,Project K,2024-01-11,2024-09-25,,1122854,147847,150,Planning,2,8,4,4,7,9,1,0,0
636,Project L,2024-01-10,2024-07-07,,1383379,383879,290,Planning,18,7,3,5,1,2,5,2,1
637,Project M,2024-01-10,2024-07-05,,915272,248502,334,Inspection,16,9,0,1,9,1,6,0,0
638,Project N,2024-01-08,2024-11-20,,1100503,35216,276,Construction,5,6,1,3,6,5,1,2,0
639,Project O,2024-01-20,2024-07-15,,819629,347772,311,Planning,5,7,0,3,7,5,3,2,0
640,Project P,2024-01-03,2024-08-06,,1037221,498786,182,Inspection,5,8,4,9,1,9,4,1,0
641,Project Q,2024-01-02,2024-11-15,,742419,349302,255,Construction,16,2,2,4,4,10,7,1,0
642,Project R,2024-01-27,2024-07-20,,516693,489855,205,Inspection,1,8,4,8,1,5,3,1,0
643,Project S,2024-01-21,2024-11-09,,727302,429654,330,Planning,13,10,2,4,2,10,10,2,1
644,Project T,2024-01-11,2024-08-03,,528447,447666,362,Inspection,2,1,2,1,7,1,8,0,0
645,Project U,2024-01-01,2024-11-06,,660736,431534,161,Planning,4,3,3,10,8,5,9,2,0
646,Project V,2024-01-08,2024-12-09,,1241538,107923,193,Construction,15,2,3,3,6,1,5,0,0
647,Project W,2024-01-23,2024-09-30,,1400756,445160,208,Construction,6,4,4,9,1,7,5,1,0
648,Project X,2024-01-18,2024-10-06,,788815,337078,385,Planning,11,7,3,9,1,10,1,1,0
649,Project Y,2024-01-01,2024-07-24,,1083795,161322,317,Planning,6,1,1,7,1,3,8,0,1
650,Project Z,2024-01-10,2024-07-20,,823294,456783,336,Inspection,3,7,4,2,7,4,3,1,0
651,Project A,2024-01-13,2024-11-23,,1315368,442276,382,Planning,10,4,3,6,7,7,1,1,1
652,Project B,2024-01-02,2024-09-14,,931517,192942,153,Inspection,10,8,3,8,6,10,2,2,0
653,Project C,2024-01-13,2024-08-10,,1237389,147447,336,Inspection,18,4,1,7,7,1,9,0,1
654,Project D,2024-01-29,2024-12-05,,1340568,87964,255,Construction,17,6,2,5,6,7,8,1,0
655,Project E,2024-01-21,2024-08-19,,1261869,436984,389,Inspection,6,7,1,6,0,2,7,1,0
656,Project F,2024-01-23,2024-12-08,,1049031,210766,326,Construction,19,7,1,3,8,10,5,2,0
657,Project G,2024-01-20,2024-09-28,,674410,66846,383,Construction,15,3,1,8,7,2,5,2,0
658,Project H,2024-01-28,2024-06-30,,917244,297726,226,Construction,5,2,2,7,4,5,8,2,1
659,Project I,2024-01-30,2024-08-29,,537072,338971,381,Construction,1,3,3,5,7,6,3,2,1
660,Project J,2024-01-27,2024-10-20,,641346,118568,240,Construction,5,7,0,1,9,3,6,2,1
661,Project K,2024-01-13,2024-11-09,,1277609,174231,244,Construction,12,9,0,5,7,8,10,0,0
662,Project L,2024-01-10,2024-12-24,,632317,218076,279,Planning,15,7,1,9,6,5,6,2,1
663,Project M,2024-01-10,2024-09-04,,759344,59869,195,Planning,15,2,3,2,6,7,7,2,0
664,Project N,2024-01-20,2024-09-26,,695709,41292,397,Construction,13,3,0,10,1,10,4,2,0
665,Project O,2024-01-13,2024-12-11,,652997,297518,204,Planning,9,10,4,4,4,10,9,2,1
666,Project P,2024-01-03,2024-11-05,,1013792,428420,165,Planning,1,1,4,2,1,2,4,2,1
667,Project Q,2024-01-15,2024-08-09,,705867,412521,394,Inspection,15,7,2,4,7,2,5,2,0
668,Project R,2024-01-21,2024-07-23,,693929,42702,351,Inspection,7,3,4,1,7,5,4,1,0
669,Project S,2024-01-23,2024-11-26,,613124,260084,239,Planning,11,10,3,1,6,4,2,2,1
670,Project T,2024-01-03,2024-12-16,,910954,496614,194,Inspection,5,6,3,1,9,8,7,1,0
671,Project U,2024-01-28,2024-07-02,,1386981,418261,227,Planning,3,8,1,10,3,1,7,2,0
672,Project V,2024-01-23,2024-09-17,,1250694,207308,297,Inspection,3,10,3,6,4,1,2,0,1
673,Project W,2024-01-20,2024-10-28,,1198774,418670,271,Planning,11,2,1,9,7,10,2,0,0
674,Project X,2024-01-25,2024-12-06,,795516,235212,371,Inspection,13,2,1,8,4,10,7,2,1
675,Project Y,2024-01-17,2024-11-16,,1065294,499308,246,Inspection,12,9,0,3,5,10,10,2,1
676,Project Z,2024-01-21,2024-09-08,,1000893,45543,385,Planning,12,7,1,2,8,7,7,0,0
677,Project A,2024-01-09,2024-09-16,,1421676,377679,363,Planning,12,1,4,1,9,1,4,2,0
678,Project B,2024-01-12,2024-12-28,,1460043,144483,325,Planning,5,1,4,3,9,3,4,2,0
679,Project C,2024-01-19,2024-09-10,,938741,318621,337,Planning,12,8,0,3,5,7,4,0,0
680,Project D,2024-01-03,2024-10-17,,1215190,170747,309,Planning,16,9,2,9,2,1,6,2,0
681,Project E,2024-01-12,2024-11-17,,728082,41646,242,Planning,15,2,0,5,1,9,8,1,1
682,Project F,2024-01-26,2024-08-23,,652068,93990,317,Construction,5,8,2,5,4,5,4,1,0
683,Project G,2024-01-30,2024-11-10,,1330463,250732,283,Planning,17,8,1,6,7,5,4,1,1
684,Project H,2024-01-02,2024-10-13,,658931,450482,180,Construction,15,3,2,9,5,10,1,0,1
685,Project I,2024-01-29,2024-10-12,,1496611,20149,169,Planning,7,6,2,9,4,5,7,0,0
686,Project J,2024-01-10,2024-10-06,,1454845,106312,281,Construction,4,9,1,7,7,7,3,2,1
687,Project K,2024-01-03,2024-07-13,,955988,140584,350,Construction,6,2,2,10,2,7,2,0,0
688,Project L,2024-01-27,2024-12-07,,775535,455021,290,Planning,12,10,3,5,2,1,6,2,1
689,Project M,2024-01-09,2024-07-26,,1111799,372610,242,Construction,4,4,2,4,1,6,3,2,1
690,Project N,2024-01-30,2024-09-14,,1119350,414390,336,Planning,9,2,3,5,8,1,8,1,1
691,Project O,2024-01-25,2024-12-25,,657904,158684,184,Construction,17,4,2,10,0,3,2,1,1
692,Project P,2024-01-20,2024-07-16,,750988,10930,384,Construction,2,9,2,4,4,5,10,1,0
693,Project Q,2024-01-20,2024-07-11,,604641,268985,271,Planning,16,10,3,2,9,9,8,1,0
694,Project R,2024-01-19,2024-09-11,,1066442,338331,214,Planning,7,6,1,4,2,7,3,0,1
695,Project S,2024-01-26,2024-10-15,,630266,485324,221,Construction,18,10,2,6,7,6,3,2,1
696,Project T,2024-01-14,2024-10-25,,1443987,398235,161,Inspection,11,3,0,2,9,1,8,1,1
697,Project U,2024-01-18,2024-07-05,,723725,375008,262,Planning,4,1,0,9,8,3,10,0,1
698,Project V,2024-01-25,2024-11-21,,1167595,321677,330,Inspection,16,5,4,1,9,4,5,0,0
699,Project W,2024-01-18,2024-10-11,,697174,396057,239,Planning,18,9,0,10,4,10,5,2,1
700,Project X,2024-01-19,2024-09-05,,1159891,474450,287,Planning,18,1,3,10,5,4,4,1,1
701,Project Y,2024-01-14,2024-10-13,,990412,89433,326,Construction,6,1,1,7,5,2,8,2,0
702,Project Z,2024-01-20,2024-10-04,,842739,317430,317,Planning,14,7,0,4,5,10,3,2,0
703,Project A,2024-01-07,2024-11-06,,1122088,491178,247,Construction,17,2,3,10,5,5,3,2,0
704,Project B,2024-01-30,2024-10-26,,1207287,203596,286,Planning,19,8,0,4,9,7,5,2,1
705,Project C,2024-01-27,2024-07-11,,700616,48046,172,Planning,2,4,3,5,1,3,7,2,1
706,Project D,2024-01-23,2024-12-02,,1020712,286512,282,Construction,13,1,1,9,4,3,2,2,1
707,Project E,2024-01-10,2024-07-23,,771076,220398,309,Inspection,7,7,2,1,4,7,4,0,1
708,Project F,2024-01-19,2024-10-27,,731501,336820,269,Inspection,13,1,1,5,4,9,1,0,0
709,Project G,2024-01-13,2024-08-06,,936732,291877,156,Construction,7,2,0,6,7,7,6,0,0
710,Project H,2024-01-12,2024-12-10,,964007,243792,363,Construction,5,5,0,8,4,3,2,0,1
711,Project I,2024-01-11,2024-08-26,,1329720,76940,237,Construction,9,6,4,10,4,8,7,2,0
712,Project J,2024-01-20,2024-08-20,,631181,122094,153,Inspection,16,4,4,3,0,5,9,0,0
713,Project K,2024-01-10,2024-10-22,,609921,46462,276,Inspection,10,5,4,1,1,2,7,0,0
714,Project L,2024-01-04,2024-09-04,,1202803,407308,172,Construction,11,1,0,1,8,1,6,2,1
715,Project M,2024-01-10,2024-09-12,,768599,224798,322,Inspection,13,4,2,7,9,6,2,2,1
716,Project N,2024-01-09,2024-08-23,,1003189,77576,247,Construction,19,10,2,5,3,2,2,0,1
717,Project O,2024-01-19,2024-10-23,,764938,72928,264,Inspection,12,7,1,1,2,9,3,1,1
718,Project P,2024-01-29,2024-10-31,,1469169,329580,192,Planning,3,5,2,7,3,5,6,0,0
719,Project Q,2024-01-17,2024-10-11,,1283608,108584,240,Inspection,1,3,4,3,8,5,10,1,0
720,Project R,2024-01-07,2024-09-14,,637709,387423,192,Planning,12,9,2,2,8,2,2,2,1
721,Project S,2024-01-03,2024-07-19,,1222024,2828,361,Planning,18,7,1,3,3,1,9,2,0
722,Project T,2024-01-28,2024-11-29,,1399582,56585,304,Construction,10,10,4,2,7,2,1,2,0
723,Project U,2024-01-06,2024-07-14,,925579,324748,317,Construction,8,8,2,7,2,9,5,2,1
724,Project V,2024-01-02,2024-11-19,,546646,305412,196,Planning,9,5,0,6,6,6,7,0,0
725,Project W,2024-01-11,2024-10-26,,1299799,351233,389,Construction,15,3,0,9,6,4,2,0,0
726,Project X,2024-01-29,2024-09-24,,686617,497006,353,Inspection,17,8,3,2,1,5,6,0,1
727,Project Y,2024-01-11,2024-10-21,,817916,167093,387,Inspection,17,8,1,10,6,1,5,0,0
728,Project Z,2024-01-14,2024-11-01,,1421987,34465,245,Planning,13,4,4,6,9,1,10,2,1
729,Project A,2024-01-15,2024-07-04,,1441213,219933,294,Inspection,4,4,0,7,5,5,4,0,1
730,Project B,2024-01-02,2024-07-17,,571892,446676,228,Construction,3,1,3,2,5,7,1,1,0
731,Project C,2024-01-25,2024-08-09,,804164,66510,366,Planning,19,3,3,1,8,3,9,2,0
732,Project D,2024-01-13,2024-07-06,,830507,194821,346,Inspection,8,3,4,4,4,5,3,1,1
733,Project E,2024-01-07,2024-07-06,,1036758,340720,296,Planning,18,9,4,6,1,10,9,0,1
734,Project F,2024-01-12,2024-10-04,,1446217,490224,267,Construction,18,5,0,4,5,6,9,2,1
735,Project G,2024-01-20,2024-11-25,,963502,445573,290,Construction,16,7,4,1,5,2,10,1,0
736,Project H,2024-01-30,2024-09-28,,936423,57471,172,Inspection,7,8,3,6,6,3,7,1,0
737,Project I,2024-01-30,2024-09-26,,811360,466990,273,Construction,8,4,3,1,0,8,10,1,1
738,Project J,2024-01-03,2024-11-17,,1157839,45865,323,Planning,8,7,2,5,0,3,3,2,0
739,Project K,2024-01-11,2024-10-07,,1256499,420512,258,Construction,12,1,0,2,8,3,7,0,0
740,Project L,2024-01-04,2024-09-27,,1262543,346694,242,Inspection,3,2,4,1,6,10,8,0,0
741,Project M,2024-01-25,2024-07-16,,1133687,231535,303,Planning,4,2,2,4,6,10,3,2,0
742,Project N,2024-01-22,2024-09-09,,561129,381473,277,Construction,6,3,2,8,2,8,9,2,0
743,Project O,2024-01-03,2024-07-23,,1428302,206904,363,Inspection,12,3,4,10,3,3,4,0,0
744,Project P,2024-01-30,2024-09-05,,1258818,393791,154,Planning,12,8,2,3,6,2,6,1,0
745,Project Q,2024-01-28,2024-10-01,,1032934,497912,150,Planning,16,7,4,9,1,5,5,2,0
746,Project R,2024-01-29,2024-07-12,,878019,486215,228,Construction,8,10,4,5,8,5,3,1,0
747,Project S,2024-01-05,2024-12-26,,1280685,261903,203,Construction,5,5,4,6,4,6,8,0,1
748,Project T,2024-01-25,2024-08-04,,1105195,156037,353,Planning,4,6,3,2,4,2,9,1,1
749,Project U,2024-01-24,2024-10-15,,1103369,479841,289,Planning,19,3,2,1,6,2,8,1,0
750,Project V,2024-01-22,2024-09-01,,1247433,475250,353,Construction,15,10,3,7,5,2,1,0,0
751,Project W,2024-01-04,2024-07-06,,1106043,454023,342,Planning,12,5,1,9,8,4,3,0,0
752,Project X,2024-01-26,2024-08-31,,787150,162475,275,Planning,5,8,3,6,0,9,10,1,0
753,Project Y,2024-01-18,2024-07-21,,594018,294518,309,Planning,17,9,0,5,4,2,2,0,1
754,Project Z,2024-01-11,2024-12-18,,1022127,438129,321,Construction,8,9,0,1,3,4,8,0,0
755,Project A,2024-01-28,2024-09-18,,606390,68808,253,Inspection,5,7,2,4,2,5,2,0,1
756,Project B,2024-01-07,2024-08-22,,1200924,190256,164,Construction,6,6,0,3,5,5,5,1,1
757,Project C,2024-01-17,2024-09-12,,571981,298621,235,Planning,13,3,3,5,3,7,10,1,1
758,Project D,2024-01-19,2024-12-27,,690877,450739,271,Inspection,12,4,3,6,1,7,9,0,1
759,Project E,2024-01-05,2024-11-25,,810306,419101,273,Planning,14,3,1,2,2,5,10,2,0
760,Project F,2024-01-02,2024-10-16,,1169771,2277,355,Planning,4,9,4,4,2,7,3,1,1
761,Project G,2024-01-03,2024-08-02,,862191,277617,321,Inspection,1,8,3,8,7,6,5,2,0
762,Project H,2024-01-10,2024-12-18,,1027012,329893,321,Planning,1,5,2,7,7,4,3,0,0
763,Project I,2024-01-20,2024-07-24,,848446,350557,162,Inspection,12,8,4,1,8,8,2,0,1
764,Project J,2024-01-03,2024-07-16,,1277004,422855,300,Inspection,15,6,0,1,4,4,7,0,1
765,Project K,2024-01-18,2024-08-19,,644019,73531,185,Construction,10,4,0,6,7,1,10,2,1
766,Project L,2024-01-14,2024-12-06,,745890,178129,191,Construction,2,2,2,2,8,6,7,2,0
767,Project M,2024-01-20,2024-11-15,,710151,7078,308,Inspection,8,4,0,2,5,10,6,1,0
768,Project N,2024-01-23,2024-09-03,,1253186,302101,259,Construction,4,2,0,10,8,1,1,0,0
769,Project O,2024-01-05,2024-11-03,,621493,453796,173,Construction,2,9,2,8,5,8,7,0,0
770,Project P,2024-01-22,2024-10-02,,989817,55718,191,Inspection,12,10,0,1,7,9,10,1,0
771,Project Q,2024-01-26,2024-10-27,,1063137,420740,158,Construction,5,3,2,4,6,5,4,2,0
772,Project R,2024-01-05,2024-10-29,,1157279,91900,257,Inspection,4,1,1,6,2,6,8,1,0
773,Project S,2024-01-08,2024-12-10,,1079963,297243,210,Planning,3,3,2,2,9,7,8,1,0
774,Project T,2024-01-02,2024-08-05,,1102504,454169,194,Inspection,19,1,3,1,4,7,10,2,0
775,Project U,2024-01-22,2024-08-10,,1017207,69463,192,Construction,4,9,2,5,2,5,4,2,0
776,Project V,2024-01-23,2024-11-06,,854422,341319,206,Construction,5,7,0,9,9,4,3,0,1
777,Project W,2024-01-13,2024-11-21,,681141,174705,321,Planning,15,3,3,5,7,1,5,0,0
778,Project X,2024-01-11,2024-12-14,,1129316,99271,313,Inspection,17,1,0,2,3,6,6,1,1
779,Project Y,2024-01-08,2024-07-14,,880865,73991,285,Planning,7,5,2,6,8,5,2,2,1
780,Project Z,2024-01-15,2024-07-21,,513225,425426,186,Construction,7,2,4,4,5,7,10,0,1
781,Project A,2024-01-26,2024-09-01,,546055,50707,236,Planning,11,8,2,3,6,9,6,2,0
782,Project B,2024-01-16,2024-11-13,,1090339,144260,362,Inspection,9,3,2,9,0,4,10,2,1
783,Project C,2024-01-17,2024-08-19,,1314520,339128,281,Planning,18,7,3,5,8,6,8,0,0
784,Project D,2024-01-01,2024-07-11,,1283825,252401,187,Planning,18,5,2,3,5,10,4,0,0
785,Project E,2024-01-22,2024-08-28,,722571,372558,239,Construction,10,4,0,9,0,6,1,2,0
786,Project F,2024-01-12,2024-07-28,,763630,494441,261,Inspection,11,5,2,10,4,5,6,0,1
787,Project G,2024-01-30,2024-09-18,,751279,375402,358,Inspection,15,7,1,10,7,5,1,1,0
788,Project H,2024-01-22,2024-07-19,,1056192,200717,332,Inspection,2,7,2,4,7,7,1,2,1
789,Project I,2024-01-08,2024-12-16,,885405,461199,296,Inspection,18,1,3,8,0,5,6,0,0
790,Project J,2024-01-15,2024-12-07,,1147273,26933,202,Inspection,10,2,2,6,1,6,6,2,1
791,Project K,2024-01-29,2024-09-23,,506156,213741,295,Planning,5,10,2,1,7,1,4,1,0
792,Project L,2024-01-04,2024-12-11,,678300,242979,221,Inspection,18,6,1,1,0,2,1,1,0
793,Project M,2024-01-17,2024-11-17,,847059,143629,224,Construction,17,1,3,2,4,3,6,1,1
794,Project N,2024-01-26,2024-07-14,,1037757,159597,165,Construction,6,6,4,8,4,1,8,0,1
795,Project O,2024-01-25,2024-10-05,,1259043,14326,366,Inspection,3,3,3,9,2,9,2,0,0
796,Project P,2024-01-18,2024-11-26,,668565,214707,277,Construction,6,1,0,5,3,4,7,2,0
797,Project Q,2024-01-19,2024-09-07,,1310121,488336,345,Construction,16,6,4,6,5,1,10,2,1
